 #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
   4.515e-01     8.47400e-01     9.95262e-01     1.04973e+01     6.65297e+00     1.51348e+01     3.52669e-01     3.17556e+07     4.91235e-04      8.17524e-04      3.80722e-05      6.26934e-06      1.65332e-11      5.86771e-20      5.61209e-10      2.25103e-14      6.45670e-15     2.85274e-01     7.14138e-01     2.67708e-01     8.69726e-05     3.41354e-03     4.13547e-05     1.05775e-03     2.59900e-06     7.45161e-03     2.93979e-06     1.78941e-05     2.26061e-03     3.90157e-05     7.32263e-04     6.46811e-05     8.28310e-04     7.42508e-06     4.12800e-04     5.48731e-06     9.81440e-05     4.18025e-06     6.64686e-05     4.39034e-08     3.46538e-06     4.13790e-07     2.02149e-05     1.47764e-05     1.43438e-03     3.89101e-06     8.28506e-05
   4.520e-01     8.47889e-01     9.95262e-01     1.04977e+01     6.65243e+00     1.51320e+01     3.50360e-01     3.17361e+07     4.89695e-04      8.04456e-04      3.72845e-05      6.08051e-06      1.57677e-11      5.45502e-20      5.38082e-10      2.15000e-14      6.14437e-15     2.82969e-01     7.14151e-01     2.67696e-01     8.63186e-05     3.41341e-03     4.13531e-05     1.05771e-03     2.59890e-06     7.45136e-03     2.93969e-06     1.78934e-05     2.26054e-03     3.90146e-05     7.32241e-04     6.46793e-05     8.28287e-04     7.42487e-06     4.12788e-04     5.48715e-06     9.81413e-05     4.18013e-06     6.64667e-05     4.39022e-08     3.46528e-06     4.13779e-07     2.02143e-05     1.47759e-05     1.43434e-03     3.89090e-06     8.28483e-05
   4.525e-01     8.48376e-01     9.95262e-01     1.04982e+01     6.65189e+00     1.51291e+01     3.48052e-01     3.17167e+07     4.88159e-04      7.91595e-04      3.65131e-05      5.89758e-06      1.50382e-11      5.07183e-20      5.15909e-10      2.05351e-14      5.84720e-15     2.80664e-01     7.14165e-01     2.67684e-01     8.56725e-05     3.41329e-03     4.13516e-05     1.05768e-03     2.59881e-06     7.45112e-03     2.93959e-06     1.78928e-05     2.26047e-03     3.90136e-05     7.32221e-04     6.46776e-05     8.28265e-04     7.42468e-06     4.12777e-04     5.48701e-06     9.81387e-05     4.18002e-06     6.64650e-05     4.39011e-08     3.46519e-06     4.13768e-07     2.02138e-05     1.47756e-05     1.43431e-03     3.89080e-06     8.28461e-05
   4.530e-01     8.48861e-01     9.95262e-01     1.04987e+01     6.65136e+00     1.51263e+01     3.45745e-01     3.16972e+07     4.86631e-04      7.78944e-04      3.57579e-05      5.72037e-06      1.43430e-11      4.71581e-20      4.94652e-10      1.96136e-14      5.56441e-15     2.78360e-01     7.14178e-01     2.67671e-01     8.50343e-05     3.41317e-03     4.13501e-05     1.05764e-03     2.59872e-06     7.45089e-03     2.93950e-06     1.78922e-05     2.26041e-03     3.90127e-05     7.32203e-04     6.46761e-05     8.28246e-04     7.42451e-06     4.12768e-04     5.48688e-06     9.81364e-05     4.17993e-06     6.64634e-05     4.39000e-08     3.46511e-06     4.13758e-07     2.02133e-05     1.47752e-05     1.43429e-03     3.89071e-06     8.28442e-05
   4.535e-01     8.49345e-01     9.95262e-01     1.04991e+01     6.65082e+00     1.51234e+01     3.43438e-01     3.16778e+07     4.85112e-04      7.66504e-04      3.50188e-05      5.54872e-06      1.36804e-11      4.38465e-20      4.74270e-10      1.87333e-14      5.29526e-15     2.76057e-01     7.14191e-01     2.67659e-01     8.44040e-05     3.41307e-03     4.13487e-05     1.05761e-03     2.59865e-06     7.45069e-03     2.93941e-06     1.78917e-05     2.26035e-03     3.90119e-05     7.32187e-04     6.46748e-05     8.28229e-04     7.42435e-06     4.12759e-04     5.48677e-06     9.81344e-05     4.17984e-06     6.64621e-05     4.38991e-08     3.46504e-06     4.13750e-07     2.02129e-05     1.47749e-05     1.43427e-03     3.89063e-06     8.28425e-05
   4.540e-01     8.49828e-01     9.95262e-01     1.04996e+01     6.65028e+00     1.51206e+01     3.41133e-01     3.16584e+07     4.83607e-04      7.54276e-04      3.42955e-05      5.38248e-06      1.30486e-11      4.07627e-20      4.54727e-10      1.78924e-14      5.03902e-15     2.73754e-01     7.14204e-01     2.67648e-01     8.37813e-05     3.41297e-03     4.13475e-05     1.05758e-03     2.59857e-06     7.45050e-03     2.93934e-06     1.78912e-05     2.26030e-03     3.90112e-05     7.32173e-04     6.46736e-05     8.28214e-04     7.42422e-06     4.12752e-04     5.48667e-06     9.81326e-05     4.17976e-06     6.64609e-05     4.38983e-08     3.46498e-06     4.13742e-07     2.02125e-05     1.47746e-05     1.43425e-03     3.89056e-06     8.28410e-05
   4.545e-01     8.50309e-01     9.95262e-01     1.05001e+01     6.64975e+00     1.51177e+01     3.38828e-01     3.16390e+07     4.82113e-04      7.42254e-04      3.35877e-05      5.22147e-06      1.24464e-11      3.78934e-20      4.35993e-10      1.70892e-14      4.79516e-15     2.71452e-01     7.14217e-01     2.67636e-01     8.31662e-05     3.41288e-03     4.13463e-05     1.05756e-03     2.59851e-06     7.45034e-03     2.93927e-06     1.78908e-05     2.26026e-03     3.90106e-05     7.32160e-04     6.46726e-05     8.28200e-04     7.42410e-06     4.12745e-04     5.48658e-06     9.81311e-05     4.17970e-06     6.64598e-05     4.38976e-08     3.46492e-06     4.13736e-07     2.02122e-05     1.47744e-05     1.43423e-03     3.89050e-06     8.28396e-05
   4.550e-01     8.50789e-01     9.95262e-01     1.05006e+01     6.64921e+00     1.51149e+01     3.36524e-01     3.16196e+07     4.80628e-04      7.30433e-04      3.28951e-05      5.06555e-06      1.18726e-11      3.52266e-20      4.18036e-10      1.63224e-14      4.56316e-15     2.69152e-01     7.14230e-01     2.67624e-01     8.25587e-05     3.41280e-03     4.13452e-05     1.05754e-03     2.59845e-06     7.45018e-03     2.93921e-06     1.78904e-05     2.26022e-03     3.90100e-05     7.32148e-04     6.46716e-05     8.28188e-04     7.42399e-06     4.12739e-04     5.48650e-06     9.81296e-05     4.17963e-06     6.64588e-05     4.38970e-08     3.46487e-06     4.13729e-07     2.02119e-05     1.47742e-05     1.43421e-03     3.89044e-06     8.28384e-05
   4.555e-01     8.51267e-01     9.95262e-01     1.05011e+01     6.64867e+00     1.51121e+01     3.34222e-01     3.16003e+07     4.79153e-04      7.18809e-04      3.22172e-05      4.91454e-06      1.13260e-11      3.27504e-20      4.00827e-10      1.55903e-14      4.34250e-15     2.66852e-01     7.14242e-01     2.67612e-01     8.19588e-05     3.41272e-03     4.13442e-05     1.05751e-03     2.59839e-06     7.45004e-03     2.93915e-06     1.78900e-05     2.26018e-03     3.90094e-05     7.32137e-04     6.46707e-05     8.28176e-04     7.42388e-06     4.12733e-04     5.48642e-06     9.81282e-05     4.17957e-06     6.64579e-05     4.38964e-08     3.46482e-06     4.13724e-07     2.02116e-05     1.47740e-05     1.43420e-03     3.89039e-06     8.28372e-05
   4.560e-01     8.51744e-01     9.95262e-01     1.05016e+01     6.64814e+00     1.51092e+01     3.31920e-01     3.15810e+07     4.77685e-04      7.07377e-04      3.15537e-05      4.76829e-06      1.08054e-11      3.04527e-20      3.84336e-10      1.48915e-14      4.13266e-15     2.64553e-01     7.14255e-01     2.67601e-01     8.13663e-05     3.41264e-03     4.13432e-05     1.05749e-03     2.59833e-06     7.44989e-03     2.93909e-06     1.78896e-05     2.26014e-03     3.90089e-05     7.32125e-04     6.46698e-05     8.28164e-04     7.42378e-06     4.12727e-04     5.48634e-06     9.81268e-05     4.17951e-06     6.64569e-05     4.38957e-08     3.46477e-06     4.13718e-07     2.02113e-05     1.47738e-05     1.43418e-03     3.89033e-06     8.28360e-05
   4.565e-01     8.52219e-01     9.95262e-01     1.05020e+01     6.64760e+00     1.51064e+01     3.29619e-01     3.15617e+07     4.76222e-04      6.96131e-04      3.09041e-05      4.62663e-06      1.03094e-11      2.83217e-20      3.68534e-10      1.42245e-14      3.93312e-15     2.62254e-01     7.14267e-01     2.67589e-01     8.07814e-05     3.41257e-03     4.13422e-05     1.05747e-03     2.59827e-06     7.44975e-03     2.93903e-06     1.78893e-05     2.26010e-03     3.90083e-05     7.32113e-04     6.46688e-05     8.28152e-04     7.42366e-06     4.12721e-04     5.48626e-06     9.81253e-05     4.17945e-06     6.64559e-05     4.38950e-08     3.46472e-06     4.13711e-07     2.02110e-05     1.47735e-05     1.43416e-03     3.89027e-06     8.28347e-05
   4.570e-01     8.52693e-01     9.95261e-01     1.05025e+01     6.64707e+00     1.51035e+01     3.27319e-01     3.15424e+07     4.74763e-04      6.85066e-04      3.02682e-05      4.48941e-06      9.83700e-12      2.63454e-20      3.53389e-10      1.35878e-14      3.74337e-15     2.59957e-01     7.14280e-01     2.67578e-01     8.02039e-05     3.41249e-03     4.13411e-05     1.05745e-03     2.59821e-06     7.44959e-03     2.93896e-06     1.78889e-05     2.26005e-03     3.90076e-05     7.32100e-04     6.46677e-05     8.28137e-04     7.42353e-06     4.12714e-04     5.48616e-06     9.81236e-05     4.17938e-06     6.64547e-05     4.38943e-08     3.46466e-06     4.13704e-07     2.02107e-05     1.47733e-05     1.43413e-03     3.89020e-06     8.28333e-05
   4.575e-01     8.53166e-01     9.95261e-01     1.05030e+01     6.64653e+00     1.51007e+01     3.25020e-01     3.15231e+07     4.73307e-04      6.74177e-04      2.96454e-05      4.35646e-06      9.38688e-12      2.45117e-20      3.38873e-10      1.29799e-14      3.56289e-15     2.57661e-01     7.14292e-01     2.67566e-01     7.96339e-05     3.41240e-03     4.13400e-05     1.05742e-03     2.59814e-06     7.44943e-03     2.93889e-06     1.78884e-05     2.26000e-03     3.90068e-05     7.32085e-04     6.46664e-05     8.28121e-04     7.42339e-06     4.12706e-04     5.48605e-06     9.81216e-05     4.17930e-06     6.64534e-05     4.38934e-08     3.46459e-06     4.13696e-07     2.02103e-05     1.47730e-05     1.43411e-03     3.89013e-06     8.28317e-05
   4.580e-01     8.53636e-01     9.95261e-01     1.05035e+01     6.64600e+00     1.50979e+01     3.22722e-01     3.15039e+07     4.71852e-04      6.63458e-04      2.90354e-05      4.22762e-06      8.95785e-12      2.28088e-20      3.24955e-10      1.23993e-14      3.39115e-15     2.55366e-01     7.14305e-01     2.67554e-01     7.90712e-05     3.41231e-03     4.13388e-05     1.05740e-03     2.59807e-06     7.44924e-03     2.93881e-06     1.78879e-05     2.25995e-03     3.90059e-05     7.32068e-04     6.46649e-05     8.28102e-04     7.42322e-06     4.12696e-04     5.48593e-06     9.81194e-05     4.17920e-06     6.64519e-05     4.38924e-08     3.46451e-06     4.13687e-07     2.02098e-05     1.47727e-05     1.43407e-03     3.89004e-06     8.28298e-05
   4.585e-01     8.54106e-01     9.95261e-01     1.05040e+01     6.64546e+00     1.50950e+01     3.20426e-01     3.14846e+07     4.70397e-04      6.52906e-04      2.84378e-05      4.10274e-06      8.54868e-12      2.12248e-20      3.11605e-10      1.18445e-14      3.22766e-15     2.53072e-01     7.14318e-01     2.67542e-01     7.85158e-05     3.41221e-03     4.13374e-05     1.05737e-03     2.59799e-06     7.44903e-03     2.93872e-06     1.78873e-05     2.25989e-03     3.90049e-05     7.32048e-04     6.46632e-05     8.28080e-04     7.42302e-06     4.12685e-04     5.48578e-06     9.81168e-05     4.17909e-06     6.64501e-05     4.38913e-08     3.46442e-06     4.13676e-07     2.02093e-05     1.47723e-05     1.43403e-03     3.88993e-06     8.28276e-05
   4.590e-01     8.54573e-01     9.95261e-01     1.05044e+01     6.64493e+00     1.50922e+01     3.18130e-01     3.14654e+07     4.68940e-04      6.42514e-04      2.78522e-05      3.98165e-06      8.15823e-12      1.97484e-20      2.98795e-10      1.13142e-14      3.07190e-15     2.50780e-01     7.14331e-01     2.67531e-01     7.79678e-05     3.41210e-03     4.13360e-05     1.05733e-03     2.59790e-06     7.44880e-03     2.93863e-06     1.78867e-05     2.25982e-03     3.90037e-05     7.32025e-04     6.46612e-05     8.28054e-04     7.42279e-06     4.12672e-04     5.48561e-06     9.81137e-05     4.17896e-06     6.64481e-05     4.38899e-08     3.46431e-06     4.13663e-07     2.02087e-05     1.47718e-05     1.43398e-03     3.88981e-06     8.28250e-05
   4.595e-01     8.55039e-01     9.95261e-01     1.05049e+01     6.64439e+00     1.50894e+01     3.15835e-01     3.14462e+07     4.67483e-04      6.32282e-04      2.72785e-05      3.86425e-06      7.78566e-12      1.83726e-20      2.86504e-10      1.08072e-14      2.92354e-15     2.48488e-01     7.14344e-01     2.67519e-01     7.74269e-05     3.41198e-03     4.13344e-05     1.05729e-03     2.59781e-06     7.44854e-03     2.93852e-06     1.78860e-05     2.25974e-03     3.90023e-05     7.32000e-04     6.46589e-05     8.28026e-04     7.42253e-06     4.12658e-04     5.48542e-06     9.81103e-05     4.17881e-06     6.64458e-05     4.38884e-08     3.46419e-06     4.13648e-07     2.02080e-05     1.47713e-05     1.43393e-03     3.88968e-06     8.28221e-05
   4.600e-01     8.55504e-01     9.95261e-01     1.05054e+01     6.64386e+00     1.50866e+01     3.13542e-01     3.14271e+07     4.66026e-04      6.22209e-04      2.67165e-05      3.75044e-06      7.43028e-12      1.70918e-20      2.74714e-10      1.03228e-14      2.78228e-15     2.46197e-01     7.14357e-01     2.67507e-01     7.68930e-05     3.41185e-03     4.13327e-05     1.05725e-03     2.59770e-06     7.44826e-03     2.93840e-06     1.78852e-05     2.25965e-03     3.90009e-05     7.31972e-04     6.46565e-05     8.27995e-04     7.42226e-06     4.12643e-04     5.48522e-06     9.81067e-05     4.17866e-06     6.64433e-05     4.38867e-08     3.46406e-06     4.13633e-07     2.02072e-05     1.47707e-05     1.43387e-03     3.88953e-06     8.28190e-05
   4.605e-01     8.55967e-01     9.95260e-01     1.05058e+01     6.64333e+00     1.50837e+01     3.11249e-01     3.14079e+07     4.64573e-04      6.12295e-04      2.61661e-05      3.64011e-06      7.09134e-12      1.59003e-20      2.63408e-10      9.85999e-15      2.64782e-15     2.43908e-01     7.14371e-01     2.67494e-01     7.63660e-05     3.41172e-03     4.13310e-05     1.05721e-03     2.59760e-06     7.44798e-03     2.93828e-06     1.78845e-05     2.25957e-03     3.89994e-05     7.31944e-04     6.46540e-05     8.27962e-04     7.42197e-06     4.12626e-04     5.48500e-06     9.81028e-05     4.17849e-06     6.64407e-05     4.38850e-08     3.46393e-06     4.13617e-07     2.02064e-05     1.47702e-05     1.43381e-03     3.88938e-06     8.28158e-05
   4.610e-01     8.56429e-01     9.95260e-01     1.05063e+01     6.64279e+00     1.50809e+01     3.08957e-01     3.13888e+07     4.63123e-04      6.02539e-04      2.56270e-05      3.53317e-06      6.76815e-12      1.47924e-20      2.52566e-10      9.41791e-15      2.51985e-15     2.41619e-01     7.14384e-01     2.67482e-01     7.58457e-05     3.41159e-03     4.13293e-05     1.05717e-03     2.59749e-06     7.44769e-03     2.93816e-06     1.78837e-05     2.25948e-03     3.89978e-05     7.31915e-04     6.46514e-05     8.27930e-04     7.42167e-06     4.12610e-04     5.48479e-06     9.80990e-05     4.17833e-06     6.64381e-05     4.38833e-08     3.46379e-06     4.13600e-07     2.02056e-05     1.47696e-05     1.43375e-03     3.88923e-06     8.28126e-05
   4.615e-01     8.56889e-01     9.95260e-01     1.05068e+01     6.64226e+00     1.50781e+01     3.06666e-01     3.13697e+07     4.61680e-04      5.92939e-04      2.50991e-05      3.42952e-06      6.45997e-12      1.37625e-20      2.42171e-10      8.99568e-15      2.39807e-15     2.39331e-01     7.14398e-01     2.67470e-01     7.53320e-05     3.41145e-03     4.13275e-05     1.05713e-03     2.59738e-06     7.44740e-03     2.93804e-06     1.78829e-05     2.25939e-03     3.89963e-05     7.31887e-04     6.46489e-05     8.27898e-04     7.42139e-06     4.12594e-04     5.48457e-06     9.80952e-05     4.17817e-06     6.64355e-05     4.38816e-08     3.46365e-06     4.13584e-07     2.02048e-05     1.47690e-05     1.43369e-03     3.88908e-06     8.28094e-05
   4.620e-01     8.57348e-01     9.95260e-01     1.05072e+01     6.64172e+00     1.50753e+01     3.04376e-01     3.13506e+07     4.60244e-04      5.83497e-04      2.45823e-05      3.32906e-06      6.16609e-12      1.28048e-20      2.32205e-10      8.59241e-15      2.28219e-15     2.37043e-01     7.14411e-01     2.67458e-01     7.48246e-05     3.41132e-03     4.13258e-05     1.05709e-03     2.59728e-06     7.44712e-03     2.93792e-06     1.78821e-05     2.25931e-03     3.89949e-05     7.31859e-04     6.46465e-05     8.27867e-04     7.42111e-06     4.12579e-04     5.48437e-06     9.80915e-05     4.17801e-06     6.64330e-05     4.38800e-08     3.46353e-06     4.13569e-07     2.02041e-05     1.47685e-05     1.43363e-03     3.88893e-06     8.28063e-05
   4.625e-01     8.57806e-01     9.95260e-01     1.05077e+01     6.64119e+00     1.50725e+01     3.02086e-01     3.13315e+07     4.58817e-04      5.74211e-04      2.40764e-05      3.23170e-06      5.88580e-12      1.19137e-20      2.22650e-10      8.20723e-15      2.17190e-15     2.34756e-01     7.14424e-01     2.67446e-01     7.43236e-05     3.41119e-03     4.13242e-05     1.05705e-03     2.59718e-06     7.44685e-03     2.93781e-06     1.78814e-05     2.25923e-03     3.89935e-05     7.31834e-04     6.46443e-05     8.27839e-04     7.42086e-06     4.12565e-04     5.48418e-06     9.80882e-05     4.17787e-06     6.64308e-05     4.38785e-08     3.46341e-06     4.13555e-07     2.02034e-05     1.47680e-05     1.43358e-03     3.88880e-06     8.28035e-05
   4.630e-01     8.58262e-01     9.95260e-01     1.05082e+01     6.64066e+00     1.50697e+01     2.99797e-01     3.13125e+07     4.57400e-04      5.65079e-04      2.35813e-05      3.13732e-06      5.61845e-12      1.10845e-20      2.13489e-10      7.83932e-15      2.06694e-15     2.32470e-01     7.14437e-01     2.67434e-01     7.38287e-05     3.41107e-03     4.13226e-05     1.05701e-03     2.59708e-06     7.44660e-03     2.93771e-06     1.78807e-05     2.25915e-03     3.89923e-05     7.31811e-04     6.46423e-05     8.27813e-04     7.42063e-06     4.12552e-04     5.48401e-06     9.80852e-05     4.17774e-06     6.64287e-05     4.38771e-08     3.46330e-06     4.13542e-07     2.02028e-05     1.47675e-05     1.43354e-03     3.88868e-06     8.28009e-05
