 #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
   7.440e-01     9.81116e-01     9.95204e-01     1.07141e+01     6.27274e+00     1.35906e+01    -8.18803e-01     2.06703e+07     8.98670e-05      1.83025e-08      8.59084e-11      1.77526e-13      4.52630e-25     2.53603e-133      7.14357e-24      1.24108e-29      1.78684e-31    -8.81493e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.445e-01     9.81206e-01     9.95204e-01     1.07144e+01     6.27161e+00     1.35877e+01    -8.20523e-01     2.06431e+07     8.96290e-05      1.77843e-08      8.32465e-11      1.69186e-13      4.11532e-25    -3.53129e-133      6.45618e-24      1.10967e-29      1.58136e-31    -8.83222e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.450e-01     9.81295e-01     9.95204e-01     1.07147e+01     6.27047e+00     1.35849e+01    -8.22246e-01     2.06160e+07     8.94022e-05      1.72817e-08      8.06716e-11      1.61240e-13      3.74131e-25    -6.24058e-134      5.83431e-24      9.92045e-30      1.39930e-31    -8.84955e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.455e-01     9.81384e-01     9.95204e-01     1.07150e+01     6.26933e+00     1.35820e+01    -8.23970e-01     2.05888e+07     8.91735e-05      1.67921e-08      7.81705e-11      1.53651e-13      3.40063e-25     9.53665e-134      5.27127e-24      8.86684e-30      1.23789e-31    -8.86689e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.460e-01     9.81472e-01     9.95204e-01     1.07153e+01     6.26820e+00     1.35791e+01    -8.25696e-01     2.05617e+07     8.89418e-05      1.63150e-08      7.57404e-11      1.46401e-13      3.09038e-25     1.63812e-134      4.76161e-24      7.92340e-30      1.09485e-31    -8.88425e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.465e-01     9.81561e-01     9.95204e-01     1.07156e+01     6.26706e+00     1.35763e+01    -8.27423e-01     2.05345e+07     8.87105e-05      1.58508e-08      7.33826e-11      1.39483e-13      2.80797e-25    -2.57856e-134      4.30047e-24      7.07896e-30      9.68124e-32    -8.90161e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.470e-01     9.81649e-01     9.95204e-01     1.07159e+01     6.26592e+00     1.35734e+01    -8.29152e-01     2.05074e+07     8.84798e-05      1.53989e-08      7.10938e-11      1.32879e-13      2.55085e-25    -4.60367e-135      3.88315e-24      6.32302e-30      8.55850e-32    -8.91900e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.475e-01     9.81737e-01     9.95204e-01     1.07162e+01     6.26477e+00     1.35705e+01    -8.30886e-01     2.04802e+07     8.82484e-05      1.49584e-08      6.88691e-11      1.26566e-13      2.31654e-25     6.97548e-135      3.50515e-24      5.64569e-30      7.56287e-32    -8.93644e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.480e-01     9.81824e-01     9.95204e-01     1.07165e+01     6.26363e+00     1.35676e+01    -8.32623e-01     2.04530e+07     8.80166e-05      1.45293e-08      6.67080e-11      1.20536e-13      2.10316e-25     1.35722e-135      3.16299e-24      5.03923e-30      6.68064e-32    -8.95392e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.485e-01     9.81912e-01     9.95204e-01     1.07168e+01     6.26248e+00     1.35647e+01    -8.34362e-01     2.04258e+07     8.77850e-05      1.41117e-08      6.46111e-11      1.14783e-13      1.90907e-25    -1.94514e-135      2.85366e-24      4.49692e-30      5.89986e-32    -8.97141e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.490e-01     9.81999e-01     9.95203e-01     1.07171e+01     6.26133e+00     1.35618e+01    -8.36103e-01     2.03987e+07     8.75529e-05      1.37053e-08      6.25764e-11      1.09295e-13      1.73261e-25    -4.59378e-136      2.57414e-24      4.01222e-30      5.20928e-32    -8.98891e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.495e-01     9.82086e-01     9.95203e-01     1.07174e+01     6.26018e+00     1.35589e+01    -8.37845e-01     2.03715e+07     8.73188e-05      1.33096e-08      6.06008e-11      1.04057e-13      1.57211e-25     7.54733e-136      2.32144e-24      3.57880e-30      4.59814e-32    -9.00644e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.500e-01     9.82173e-01     9.95203e-01     1.07177e+01     6.25903e+00     1.35560e+01    -8.39590e-01     2.03444e+07     8.70828e-05      1.29243e-08      5.86825e-11      9.90570e-14      1.42616e-25     6.05732e-136      2.09305e-24      3.19138e-30      4.05760e-32    -9.02399e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.505e-01     9.82260e-01     9.95203e-01     1.07180e+01     6.25788e+00     1.35531e+01    -8.41337e-01     2.03173e+07     8.68460e-05      1.25491e-08      5.68203e-11      9.42861e-14      1.29348e-25     2.35253e-137      1.88671e-24      2.84522e-30      3.57973e-32    -9.04156e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.510e-01     9.82346e-01     9.95203e-01     1.07183e+01     6.25672e+00     1.35502e+01    -8.43086e-01     2.02901e+07     8.66093e-05      1.21840e-08      5.50131e-11      8.97340e-14      1.17283e-25    -2.17461e-136      1.70022e-24      2.53578e-30      3.15696e-32    -9.05916e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.515e-01     9.82432e-01     9.95203e-01     1.07186e+01     6.25557e+00     1.35473e+01    -8.44839e-01     2.02629e+07     8.63729e-05      1.18286e-08      5.32593e-11      8.53911e-14      1.06317e-25    -1.37174e-136      1.53177e-24      2.25935e-30      2.78325e-32    -9.07679e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.520e-01     9.82517e-01     9.95203e-01     1.07188e+01     6.25441e+00     1.35443e+01    -8.46595e-01     2.02357e+07     8.61368e-05      1.14827e-08      5.15572e-11      8.12477e-14      9.63525e-26     1.38988e-137      1.37965e-24      2.01248e-30      2.45304e-32    -9.09446e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.525e-01     9.82603e-01     9.95203e-01     1.07191e+01     6.25325e+00     1.35414e+01    -8.48355e-01     2.02085e+07     8.59006e-05      1.11460e-08      4.99052e-11      7.72949e-14      8.72969e-26     5.94926e-137      1.24225e-24      1.79195e-30      2.16114e-32    -9.11215e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.530e-01     9.82689e-01     9.95203e-01     1.07194e+01     6.25209e+00     1.35385e+01    -8.50117e-01     2.01812e+07     8.56636e-05      1.08184e-08      4.83023e-11      7.35254e-14      7.90745e-26     3.02712e-137      1.11826e-24      1.59517e-30      1.90347e-32    -9.12987e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.535e-01     9.82774e-01     9.95203e-01     1.07197e+01     6.25093e+00     1.35356e+01    -8.51880e-01     2.01540e+07     8.54248e-05      1.04997e-08      4.67474e-11      6.99322e-14      7.16126e-26    -7.62593e-138      1.00645e-24      1.41970e-30      1.67612e-32    -9.14761e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.540e-01     9.82860e-01     9.95203e-01     1.07199e+01     6.24977e+00     1.35326e+01    -8.53645e-01     2.01269e+07     8.51850e-05      1.01897e-08      4.52398e-11      6.65085e-14      6.48429e-26    -1.58535e-137      9.05636e-25      1.26323e-30      1.47552e-32    -9.16536e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.545e-01     9.82944e-01     9.95203e-01     1.07202e+01     6.24860e+00     1.35297e+01    -8.55411e-01     2.00997e+07     8.49480e-05      9.88855e-09      4.37792e-11      6.32477e-14      5.87040e-26    -6.61775e-138      8.14786e-25      1.12381e-30      1.29871e-32    -9.18314e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.550e-01     9.83029e-01     9.95203e-01     1.07205e+01     6.24743e+00     1.35267e+01    -8.57182e-01     2.00725e+07     8.47180e-05      9.59628e-09      4.23654e-11      6.01430e-14      5.31357e-26     2.75559e-138      7.32893e-25      9.99540e-31      1.14278e-32    -9.20095e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.555e-01     9.83113e-01     9.95203e-01     1.07208e+01     6.24626e+00     1.35238e+01    -8.58956e-01     2.00454e+07     8.44946e-05      9.31258e-09      4.09967e-11      5.71867e-14      4.80839e-26     4.15425e-138      6.59055e-25      8.88728e-31      1.00520e-32    -9.21879e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.560e-01     9.83197e-01     9.95203e-01     1.07211e+01     6.24509e+00     1.35209e+01    -8.60733e-01     2.00181e+07     8.42715e-05      9.03663e-09      3.96693e-11      5.43691e-14      4.35022e-26     1.43469e-138      5.92510e-25      7.89993e-31      8.83935e-33    -9.23667e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.565e-01     9.83280e-01     9.95203e-01     1.07214e+01     6.24392e+00     1.35179e+01    -8.62513e-01     1.99909e+07     8.40424e-05      8.76764e-09      3.83794e-11      5.16807e-14      3.93451e-26    -8.73869e-139      5.32513e-25      7.01979e-31      7.77006e-33    -9.25457e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.570e-01     9.83364e-01     9.95203e-01     1.07217e+01     6.24274e+00     1.35149e+01    -8.64295e-01     1.99637e+07     8.38056e-05      8.50530e-09      3.71254e-11      4.91152e-14      3.55737e-26    -1.08586e-138      4.78426e-25      6.23536e-31      6.82731e-33    -9.27250e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.575e-01     9.83448e-01     9.95203e-01     1.07220e+01     6.24156e+00     1.35119e+01    -8.66079e-01     1.99364e+07     8.35643e-05      8.24981e-09      3.59079e-11      4.66694e-14      3.21557e-26    -3.15186e-139      4.29723e-25      5.53711e-31      5.99733e-33    -9.29045e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.580e-01     9.83531e-01     9.95203e-01     1.07223e+01     6.24039e+00     1.35089e+01    -8.67864e-01     1.99092e+07     8.33216e-05      8.00140e-09      3.47276e-11      4.43401e-14      2.90594e-26     2.58750e-139      3.85883e-25      4.91570e-31      5.26662e-33    -9.30842e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.585e-01     9.83613e-01     9.95203e-01     1.07225e+01     6.23921e+00     1.35059e+01    -8.69652e-01     1.98820e+07     8.30807e-05      7.76014e-09      3.35846e-11      4.21235e-14      2.62560e-26     2.85249e-139      3.46441e-25      4.36294e-31      4.62363e-33    -9.32641e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.590e-01     9.83696e-01     9.95203e-01     1.07228e+01     6.23803e+00     1.35030e+01    -8.71443e-01     1.98549e+07     8.28446e-05      7.52601e-09      3.24784e-11      4.00148e-14      2.37191e-26     7.20102e-140      3.10975e-25      3.87162e-31      4.05837e-33    -9.34443e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.595e-01     9.83778e-01     9.95203e-01     1.07231e+01     6.23685e+00     1.35000e+01    -8.73238e-01     1.98277e+07     8.26160e-05      7.29893e-09      3.14085e-11      3.80093e-14      2.14224e-26    -7.34563e-140      2.79071e-25      3.43463e-31      3.56102e-33    -9.36248e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.600e-01     9.83860e-01     9.95203e-01     1.07234e+01     6.23566e+00     1.34970e+01    -8.75037e-01     1.98004e+07     8.23918e-05      7.07850e-09      3.03727e-11      3.61013e-14      1.93435e-26    -7.54907e-140      2.50374e-25      3.04603e-31      3.12353e-33    -9.38057e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.605e-01     9.83943e-01     9.95203e-01     1.07237e+01     6.23447e+00     1.34941e+01    -8.76838e-01     1.97732e+07     8.21655e-05      6.86407e-09      2.93682e-11      3.42840e-14      1.74620e-26    -1.73222e-140      2.24571e-25      2.70068e-31      2.73904e-33    -9.39870e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.610e-01     9.84024e-01     9.95203e-01     1.07240e+01     6.23328e+00     1.34911e+01    -8.78642e-01     1.97459e+07     8.19310e-05      6.65504e-09      2.83922e-11      3.25514e-14      1.57582e-26     2.03908e-140      2.01355e-25      2.39354e-31      2.40085e-33    -9.41685e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
   7.615e-01     9.84106e-01     9.95202e-01     1.07243e+01     6.23209e+00     1.34881e+01    -8.80448e-01     1.97186e+07     8.16900e-05      6.45140e-09      2.74443e-11      3.09000e-14      1.42161e-26     2.02669e-140      1.80478e-25      2.12055e-31      2.10358e-33    -9.43502e-01     7.38982e-01     2.44282e-01     3.24630e-05     3.14990e-03     3.80108e-05     9.76928e-04     2.39299e-06     6.88755e-03     2.71030e-06     1.64557e-05     2.09131e-03     3.61603e-05     6.78216e-04     5.99474e-05     7.67689e-04     6.88167e-06     3.82588e-04     5.08571e-06     9.09612e-05     3.87431e-06     6.16040e-05     4.06903e-08     3.21176e-06     3.83507e-07     1.87354e-05     1.36949e-05     1.32928e-03     3.60624e-06     7.67871e-05
